0,1,0.012119221
0,2,0.03253613
0,3,0.05945753
0,4,0.08712739
0,5,0.1103968
0,6,0.13870248
0,7,0.17582805
0,8,0.20889115
0.19999999999999996,1,0.013001235
0.19999999999999996,2,0.02840726
0.19999999999999996,3,0.05522864
0.19999999999999996,4,0.08573498
0.19999999999999996,5,0.100618824
0.19999999999999996,6,0.12822431
0.19999999999999996,7,0.15813586
0.19999999999999996,8,0.18524274
0.4,1,0.010332601
0.4,2,0.025838774
0.4,3,0.053321917
0.4,4,0.08497679
0.4,5,0.12192412
0.4,6,0.13914773
0.4,7,0.16803607
0.4,8,0.19728139
0.6,1,0.012810504
0.6,2,0.021106035
0.6,3,0.040285625
0.6,4,0.066727445
0.6,5,0.08673011
0.6,6,0.10546476
0.6,7,0.122945234
0.6,8,0.15217909
0.8,1,0.0074054995
0.8,2,0.012622686
0.8,3,0.022133484
0.8,4,0.032759458
0.8,5,0.043623842
0.8,6,0.05363083
0.8,7,0.062415987
0.8,8,0.073248915
1,1,0.0021023578
1,2,0.0020536277
1,3,0.0029074152
1,4,0.0033825121
1,5,0.0036475093
1,6,0.0039638146
1,7,0.00433044
1,8,0.004580925
